R_fighter,B_fighter,Average_Odds_f1,Average_Odds_f2,date,title_bout,win_by,weight_class,red_fighters_elo,blue_fighters_elo,red_Fighter_Odds,blue_Fighter_Odds,Winner,R_Fight_Number,R_Stance,R_Height_cms,R_Reach_cms,R_age,R_WinLossRatio,R_RingRust,R_Winning_Streak,R_Losing_Streak,R_AVG_fight_time,R_total_title_bouts,R_Takedown_Defense,R_Takedown Accuracy,R_Strikes_Per_Minute,R_Striking Accuracy,R_Strikes_Absorbed_per_Minute,R_Striking Defense,R_knockdows_per_minute,R_Submission Attempts,R_Average_Num_Takedowns,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_Power_Rating,red_skill,wrestling_red_skill,striking_red_skill,g_and_p_red_skill,jiujitsu_red_skill,grappling_red_skill,B_Fight_Number,B_Stance,B_Height_cms,B_Reach_cms,B_age,B_WinLossRatio,B_RingRust,B_Winning_Streak,B_Losing_Streak,B_AVG_fight_time,B_total_title_bouts,B_Takedown_Defense,B_Takedown Accuracy,B_Strikes_Per_Minute,B_Striking Accuracy,B_Strikes_Absorbed_per_Minute,B_Striking Defense,B_knockdows_per_minute,B_Submission Attempts,B_Average_Num_Takedowns,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_Power_Rating,blue_skill,wrestling_blue_skill,striking_blue_skill,g_and_p_blue_skill,jiujitsu_blue_skill,grappling_blue_skill
Rich Clementi,Anthony Johnson,200.0,-195.0,2007-09-22,False,Submission,Welterweight,,,0.3333333333333333,0.6610169491525424,Red,1.0,Southpaw,175.26,182.88,31.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,1.0,Orthodox,187.96,198.12,23.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,
Matt Wiman,Michihiro Omigawa,-260.0,265.0,2007-09-22,False,Decision - Unanimous,Lightweight,1236.25,,0.7222222222222222,0.273972602739726,Red,2.0,Orthodox,177.8,172.72,24.0,1.0,64.34671708797582,1.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.5,0.0,0.0,,29.39583201999916,29.39583201999916,29.39583201999916,29.39583201999916,29.39583201999916,29.39583201999916,1.0,Orthodox,167.64,172.72,31.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Tyson Griffin,Thiago Tavares,-115.0,130.0,2007-09-22,False,Decision - Unanimous,Lightweight,1212.5,,0.5348837209302325,0.43478260869565216,Red,2.0,Orthodox,167.64,172.72,23.0,1.0,69.29646455628166,1.0,0.0,,0.0,,,,,,,,,,0.0,0.5,0.0,0.0,0.5,0.0,,29.39583201999916,29.39583201999916,29.39583201999916,25.000000000000004,20.604167980000835,20.604167980000835,1.0,Orthodox,170.18,172.72,22.0,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,
Lyoto Machida,Kazuhiro Nakamura,-210.0,230.0,2007-09-22,False,Decision - Unanimous,Light Heavyweight,,,0.6774193548387096,0.30303030303030304,Red,1.0,Southpaw,185.42,187.96,29.0,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,1.0,Orthodox,180.34,177.8,28.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Jon Fitch,Diego Sanchez,-120.0,125.0,2007-09-22,False,Decision - Split,Welterweight,,,0.5454545454545454,0.4444444444444444,Red,1.0,Orthodox,182.88,193.04,29.0,,,,,,,,,,,,,,,,0.0,0.0,2.0,1.0,3.0,0.0,,,,,,,,1.0,Southpaw,177.8,182.88,25.0,,,,,,,,,,,,,,,,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,
Forrest Griffin,Mauricio Rua,260.0,-265.0,2007-09-22,False,Submission,Light Heavyweight,1236.25,,0.2777777777777778,0.726027397260274,Red,2.0,Orthodox,190.5,195.58,28.0,1.0,69.29646455628166,1.0,0.0,,1.0,,,,,,,,,,0.0,0.0,1.5,0.5,0.5,0.0,,29.39583201999916,20.604167980000835,29.39583201999916,25.0,20.604167980000835,20.604167980000835,1.0,Orthodox,185.42,193.04,25.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Keith Jardine,Chuck Liddell,300.0,-340.0,2007-09-22,False,Decision - Split,Light Heavyweight,,,0.25,0.7727272727272727,Red,1.0,Orthodox,187.96,193.04,31.0,,,,,,,,,,,,,,,,0.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,1.0,Orthodox,187.96,193.04,37.0,,,,,,,,,,,,,,,,0.0,0.0,5.0,9.0,0.0,1.0,,,,,,,
Matt Grice,Jason Black,300.0,-265.0,2007-10-20,False,Decision - Split,Lightweight,,,0.25,0.726027397260274,Red,1.0,Orthodox,172.72,177.8,26.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,Orthodox,172.72,,35.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Demian Maia,Ryan Jensen,-185.0,185.0,2007-10-20,False,Submission,Middleweight,,1167.5185111761486,0.6491228070175439,0.3508771929824561,Red,1.0,Southpaw,185.42,182.88,29.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,Orthodox,185.42,193.04,30.0,0.0,39.59797974644666,0.0,1.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,21.541609396257527,21.541609396257527,25.000000000000004,25.0,21.541609396257527,21.541609396257527
Alan Belcher,Kalib Starnes,110.0,-125.0,2007-10-20,False,TKO - Doctor's Stoppage,Middleweight,,,0.47619047619047616,0.5555555555555556,Red,1.0,Orthodox,187.96,185.42,23.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,1.0,Orthodox,190.5,187.96,32.0,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,
Stephan Bonnar,Eric Schafer,-325.0,310.0,2007-10-20,False,KO/TKO,Light Heavyweight,1236.25,,0.7647058823529411,0.24390243902439024,Red,2.0,Orthodox,193.04,198.12,30.0,1.0,74.24621202458749,1.0,0.0,,1.0,,,,,,,,,,0.0,0.0,1.0,0.0,1.0,0.0,,29.39583201999916,20.604167980000835,25.0,25.0,29.39583201999916,29.39583201999916,1.0,Orthodox,190.5,190.5,30.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,
Alvin Robinson,Jorge Gurgel,155.0,-164.0,2007-10-20,False,Decision - Unanimous,Lightweight,1163.75,1236.25,0.39215686274509803,0.6212121212121212,Red,2.0,Southpaw,175.26,172.72,25.0,0.0,74.24621202458749,0.0,1.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,20.604167980000835,20.604167980000835,20.604167980000835,20.604167980000835,20.604167980000835,20.604167980000835,2.0,Orthodox,170.18,175.26,30.0,1.0,74.24621202458749,1.0,0.0,,0.0,,,,,,,,,,0.0,0.5,0.5,0.0,0.0,0.0,,29.39583201999916,29.39583201999916,29.39583201999916,29.39583201999916,25.0,29.39583201999916
Tim Sylvia,Brandon Vera,140.0,-135.0,2007-10-20,False,Decision - Unanimous,Heavyweight,,,0.4166666666666667,0.574468085106383,Red,1.0,Orthodox,203.2,203.2,31.0,,,,,,,,,,,,,,,,0.0,0.0,3.0,5.0,0.0,0.0,,,,,,,,1.0,Orthodox,190.5,193.04,30.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.0,1.0,0.0,,,,,,,
Anderson Silva,Rich Franklin,-200.0,190.0,2007-10-20,True,KO/TKO,Middleweight,1236.25,1236.25,0.6666666666666666,0.3448275862068966,Red,2.0,Southpaw,187.96,195.58,32.0,1.0,74.24621202458749,1.0,0.0,,1.0,,,,,,,,,,0.0,0.0,0.0,1.5,0.5,0.0,,29.39583201999916,29.39583201999916,29.39583201999916,25.0,20.604167980000835,20.604167980000835,2.0,Southpaw,185.42,190.5,33.0,1.0,89.09545442950498,1.0,0.0,,4.0,,,,,,,,,,0.0,0.0,1.0,2.5,0.5,0.5,,29.39583201999916,20.604167980000835,29.39583201999916,25.0,20.604167980000835,20.604167980000835
Akihiro Gono,Tamdan McCrory,-192.0,185.0,2007-11-17,False,Submission,Welterweight,,,0.6575342465753424,0.3508771929824561,Red,1.0,Switch,170.18,172.72,33.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,Switch,193.04,198.12,21.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,
Frankie Edgar,Spencer Fisher,-115.0,131.0,2007-11-17,False,Decision - Unanimous,Lightweight,1236.25,,0.5348837209302325,0.4329004329004329,Red,2.0,Orthodox,167.64,172.72,26.0,1.0,94.04520189781083,1.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.5,0.5,0.0,0.0,,29.39583201999916,29.39583201999916,29.39583201999916,29.39583201999916,29.39583201999916,29.39583201999916,1.0,Southpaw,170.18,177.8,31.0,,,,,,,,,,,,,,,,0.0,0.0,1.0,2.0,1.0,1.0,,,,,,,
Marcus Aurelio,Luke Caudillo,-350.0,431.0,2007-11-17,False,KO/TKO,Lightweight,1187.0504702906808,,0.7777777777777778,0.18832391713747645,Red,2.0,Orthodox,177.8,187.96,34.0,0.0,59.39696961966999,0.0,1.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,19.002872810284977,19.002872810284977,19.002872810284977,20.185249431998518,25.0,21.541609396257527,1.0,Orthodox,170.18,,26.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Joe Lauzon,Jason Reinhardt,-450.0,441.0,2007-11-17,False,Submission,Lightweight,1236.25,,0.8181818181818182,0.18484288354898337,Red,2.0,Orthodox,177.8,180.34,23.0,1.0,103.94469683442249,1.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.5,0.5,0.0,,29.39583201999916,29.39583201999916,25.0,25.0,29.39583201999916,29.39583201999916,1.0,Orthodox,167.64,,38.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Thiago Alves,Chris Lytle,-185.0,178.0,2007-11-17,False,TKO - Doctor's Stoppage,Welterweight,1236.25,1236.25,0.6491228070175439,0.3597122302158273,Red,2.0,Orthodox,175.26,177.8,24.0,1.0,41.71930009000631,1.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.5,2.0,0.0,0.0,,29.39583201999916,20.604167980000835,29.39583201999916,25.0,25.0,25.000000000000004,2.0,Orthodox,180.34,172.72,33.0,1.0,94.04520189781083,1.0,0.0,,1.0,,,,,,,,,,0.0,0.0,0.0,0.0,1.5,0.0,,29.39583201999916,29.39583201999916,25.0,25.0,29.39583201999916,29.39583201999916
Thiago Silva,Houston Alexander,160.0,-151.0,2007-11-17,False,KO/TKO,Light Heavyweight,1236.25,1236.25,0.38461538461538464,0.601593625498008,Red,2.0,Orthodox,187.96,187.96,25.0,1.0,49.49747468305833,1.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,29.39583201999916,20.604167980000835,29.39583201999916,25.0,29.39583201999916,20.604167980000835,2.0,Orthodox,182.88,182.88,35.0,1.0,49.49747468305833,1.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,29.39583201999916,20.604167980000835,29.39583201999916,29.39583201999916,25.0,25.000000000000004
Ed Herman,Joe Doerksen,-140.0,146.0,2007-11-17,False,KO/TKO,Middleweight,1236.25,,0.5833333333333334,0.4065040650406504,Red,2.0,Orthodox,185.42,195.58,27.0,1.0,108.89444430272832,1.0,0.0,,1.0,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,29.39583201999916,29.39583201999916,29.39583201999916,29.39583201999916,29.39583201999916,29.39583201999916,1.0,Orthodox,182.88,190.5,30.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,
Karo Parisyan,Ryo Chonan,-321.0,300.0,2007-11-17,False,Decision - Unanimous,Welterweight,,,0.7624703087885986,0.25,Red,1.0,Orthodox,177.8,182.88,25.0,,,,,,,,,,,,,,,,0.0,1.0,4.0,1.0,1.0,0.0,,,,,,,,1.0,Orthodox,175.26,177.8,31.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Rashad Evans,Michael Bisping,-240.0,243.0,2007-11-17,False,Decision - Split,Light Heavyweight,1200.0,1212.5,0.7058823529411765,0.2915451895043732,Red,2.0,Orthodox,182.88,190.5,28.0,0.5,94.04520189781083,1.0,0.0,,1.0,,,,,,,,,,0.5,1.0,0.0,1.0,0.0,0.0,,25.000000000000004,20.604167980000835,20.604167980000835,25.0,25.0,25.000000000000004,2.0,Orthodox,185.42,190.5,28.0,1.0,49.49747468305833,1.0,0.0,,1.0,,,,,,,,,,0.0,0.5,0.0,1.5,0.0,0.0,,29.39583201999916,20.604167980000835,25.000000000000004,25.0,20.604167980000835,20.604167980000835
Jonathan Goulet,Paul Georgieff,-306.0,300.0,2007-12-08,False,Submission,Welterweight,1167.5185111761486,,0.7536945812807881,0.25,Red,2.0,Orthodox,182.88,185.42,28.0,0.0,56.568542494923804,0.0,1.0,,0.0,,,,,,,,,,0.5,0.0,0.0,0.0,0.0,0.5,,21.541609396257527,29.39583201999916,25.0,25.0,21.541609396257527,21.541609396257527,1.0,Orthodox,187.96,,25.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Roman Mitichyan,Dorian Price,-300.0,275.0,2007-12-08,False,Submission,Welterweight,,,0.75,0.26666666666666666,Red,1.0,Orthodox,177.8,,29.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,Southpaw,190.5,,30.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Matt Arroyo,John Kolosci,-266.0,275.0,2007-12-08,False,Submission,Welterweight,,,0.726775956284153,0.26666666666666666,Red,1.0,Orthodox,177.8,182.88,25.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,Orthodox,180.34,,33.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Troy Mandaloniz,Richie Hightower,141.0,-135.0,2007-12-08,False,KO/TKO,Welterweight,,,0.4149377593360996,0.574468085106383,Red,1.0,Orthodox,175.26,,27.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,Orthodox,172.72,,33.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Ben Saunders,Dan Barrera,-220.0,221.0,2007-12-08,False,Decision - Unanimous,Welterweight,,,0.6875,0.3115264797507788,Red,1.0,Orthodox,187.96,195.58,24.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,Orthodox,175.26,,26.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
George Sotiropoulos,Billy Miles,-361.0,331.0,2007-12-08,False,Submission,Welterweight,,,0.7830802603036876,0.23201856148491878,Red,1.0,Orthodox,177.8,180.34,30.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,Orthodox,177.8,,29.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Mac Danzig,Tommy Speer,-155.0,151.0,2007-12-08,True,Submission,Welterweight,,,0.6078431372549019,0.398406374501992,Red,1.0,Orthodox,172.72,177.8,27.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,Orthodox,177.8,180.34,23.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Roger Huerta,Clay Guida,115.0,-113.0,2007-12-08,False,Submission,Lightweight,1268.7314888238514,1200.4495297093192,0.46511627906976744,0.5305164319248826,Red,3.0,Orthodox,175.26,177.8,24.0,1.0,52.848841046895245,2.0,0.0,9.9,0.0,0.6,,7.481403876375065,0.42107371794871795,1.3787323205866944,0.47058823529411764,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.05316742081447964,31.95718123075737,25.045753316709387,31.95718123075737,31.95718123075737,24.954246683290606,25.045753316709387,3.0,Orthodox,170.18,177.8,25.0,0.5,53.46338310781813,1.0,0.0,15.0,0.0,0.5,0.14285714285714285,7.233333333333333,0.3984700382490438,3.0,0.5644955300127714,0.06666666666666667,1.0,2.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.022727272727272728,25.045753316709387,25.045753316709387,25.045753316709387,27.891323270662387,29.39583201999916,31.95718123075737
Mark Bocek,Doug Evans,-115.0,110.0,2007-12-29,False,Decision - Unanimous,Lightweight,1163.75,1163.75,0.5348837209302325,0.47619047619047616,Red,2.0,Orthodox,172.72,190.5,26.0,0.0,123.74368670764582,0.0,1.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,20.604167980000835,20.604167980000835,20.604167980000835,20.604167980000835,20.604167980000835,20.604167980000835,2.0,Orthodox,175.26,,27.0,0.0,133.64318164425748,0.0,1.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,20.604167980000835,29.39583201999916,20.604167980000835,20.604167980000835,20.604167980000835,29.39583201999916
Dean Lister,Jordan Radev,-260.0,290.0,2007-12-29,False,Decision - Unanimous,Middleweight,,,0.7222222222222222,0.2564102564102564,Red,1.0,Orthodox,185.42,190.5,31.0,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,1.0,Southpaw,170.18,,31.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Rich Clementi,Melvin Guillard,181.0,-185.0,2007-12-29,False,Submission,Lightweight,1236.25,,0.35587188612099646,0.6491228070175439,Red,2.0,Southpaw,175.26,182.88,31.0,1.0,69.29646455628166,1.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,29.39583201999916,25.000000000000004,20.604167980000835,20.604167980000835,29.39583201999916,29.39583201999916,1.0,Orthodox,175.26,172.72,24.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,0.0,1.0,,,,,,,
Eddie Sanchez,Soa Palelei,175.0,-160.0,2007-12-29,False,KO/TKO,Heavyweight,1236.25,,0.36363636363636365,0.6153846153846154,Red,2.0,Orthodox,187.96,187.96,25.0,1.0,138.59292911256333,1.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,29.39583201999916,20.604167980000835,29.39583201999916,29.39583201999916,29.39583201999916,29.39583201999916,1.0,Orthodox,193.04,205.74,30.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Chuck Liddell,Wanderlei Silva,135.0,-130.0,2007-12-29,False,Decision - Unanimous,Light Heavyweight,1187.5,,0.425531914893617,0.5652173913043478,Red,2.0,Orthodox,187.96,193.04,38.0,0.0,69.29646455628166,0.0,1.0,,7.0,,,,,,,,,,0.0,0.0,2.5,4.5,0.0,0.5,,20.604167980000835,25.0,20.604167980000835,25.0,25.0,25.000000000000004,1.0,Orthodox,180.34,187.96,31.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,
Georges St-Pierre,Matt Hughes,-185.0,193.0,2007-12-29,True,Submission,Welterweight,1236.25,,0.6491228070175439,0.3412969283276451,Red,2.0,Orthodox,180.34,193.04,26.0,1.0,89.09545442950498,1.0,0.0,,3.0,,,,,,,,,,0.0,0.5,1.5,1.5,0.5,0.0,,29.39583201999916,29.39583201999916,29.39583201999916,29.39583201999916,29.39583201999916,29.39583201999916,1.0,Switch,175.26,185.42,34.0,,,,,,,,,,,,,,,,0.0,0.0,4.0,5.0,4.0,2.0,,,,,,,
Sam Stout,Per Eklund,-240.0,226.0,2008-01-19,False,Decision - Unanimous,Lightweight,,,0.7058823529411765,0.3067484662576687,Red,1.0,Orthodox,175.26,177.8,23.0,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,Orthodox,177.8,182.88,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Alessio Sakara,James Lee,-130.0,120.0,2008-01-19,False,KO/TKO,Light Heavyweight,1163.75,,0.5652173913043478,0.45454545454545453,Red,2.0,Orthodox,182.88,182.88,26.0,0.0,94.04520189781083,0.0,1.0,,0.0,,,,,,,,,,0.0,0.0,0.5,0.5,0.0,0.0,,20.604167980000835,29.39583201999916,20.604167980000835,20.604167980000835,25.0,25.000000000000004,1.0,Southpaw,180.34,,34.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Paul Kelly,Paul Taylor,200.0,-212.0,2008-01-19,False,Decision - Unanimous,Welterweight,,1167.5185111761486,0.3333333333333333,0.6794871794871795,Red,1.0,Orthodox,175.26,177.8,23.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,Orthodox,182.88,182.88,28.0,0.0,94.04520189781083,0.0,1.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.5,0.0,0.0,,21.541609396257527,20.604167980000835,21.541609396257527,20.604167980000835,20.604167980000835,20.185249431998518
Antoni Hardonk,Colin Robinson,-333.0,303.0,2008-01-19,False,KO/TKO,Heavyweight,1163.75,1163.75,0.76905311778291,0.24813895781637718,Red,2.0,Orthodox,193.04,198.12,31.0,0.0,103.94469683442249,0.0,1.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.5,0.0,0.0,,20.604167980000835,20.604167980000835,25.0,25.0,20.604167980000835,20.604167980000835,2.0,Orthodox,193.04,,39.0,0.0,153.4421715174808,0.0,1.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,20.604167980000835,29.39583201999916,20.604167980000835,20.604167980000835,20.604167980000835,20.604167980000835
Jorge Rivera,Kendall Grove,275.0,-295.0,2008-01-19,False,KO/TKO,Middleweight,,1163.75,0.26666666666666666,0.7468354430379747,Red,1.0,Orthodox,185.42,185.42,35.0,,,,,,,,,,,,,,,,0.0,0.0,2.0,1.0,0.0,0.0,,,,,,,,2.0,Orthodox,198.12,200.66,25.0,0.0,103.94469683442249,0.0,1.0,,1.0,,,,,,,,,,0.0,0.0,0.5,0.5,0.5,0.0,,20.604167980000835,25.000000000000004,20.604167980000835,20.604167980000835,20.604167980000835,20.604167980000835
Wilson Gouveia,Jason Lambert,-126.0,120.0,2008-01-19,False,KO/TKO,Light Heavyweight,,,0.5575221238938053,0.45454545454545453,Red,1.0,Orthodox,185.42,193.04,29.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,1.0,Orthodox,190.5,190.5,32.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.0,1.0,0.0,,,,,,,
Marcus Davis,Jess Liaudin,-301.0,285.0,2008-01-19,False,KO/TKO,Welterweight,1268.7314888238514,1236.25,0.7506234413965087,0.2597402597402597,Red,3.0,Southpaw,177.8,177.8,34.0,1.0,67.26316475853135,2.0,0.0,2.6449999999999996,0.0,1.0,0.6666666666666666,10.917874396135266,0.6214285714285714,4.541062801932368,0.5025641025641026,0.4347826086956522,1.8115942028985508,1.8115942028985508,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.07638888888888888,31.95718123075737,29.39583201999916,31.95718123075737,29.39583201999916,29.39583201999916,27.891323270662387,2.0,Orthodox,175.26,182.88,,1.0,94.04520189781083,1.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.5,0.5,0.0,,29.39583201999916,25.0,29.39583201999916,25.0,25.0,25.000000000000004
Fabricio Werdum,Gabriel Gonzaga,220.0,-225.0,2008-01-19,False,KO/TKO,Heavyweight,,1163.75,0.3125,0.6923076923076923,Red,1.0,Orthodox,193.04,195.58,30.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,Orthodox,187.96,193.04,28.0,0.0,103.94469683442249,0.0,1.0,,0.0,,,,,,,,,,0.0,0.0,0.0,1.5,0.5,0.0,,20.604167980000835,20.604167980000835,20.604167980000835,20.604167980000835,25.0,20.604167980000835
BJ Penn,Joe Stevenson,275.0,-301.0,2008-01-19,True,Submission,Lightweight,1236.25,1236.25,0.26666666666666666,0.7506234413965087,Red,2.0,Orthodox,175.26,177.8,29.0,1.0,148.49242404917499,1.0,0.0,,4.0,,,,,,,,,,0.0,0.0,0.5,2.0,1.0,0.0,,29.39583201999916,29.39583201999916,29.39583201999916,29.39583201999916,29.39583201999916,29.39583201999916,2.0,Orthodox,170.18,177.8,25.0,1.0,103.94469683442249,1.0,0.0,,1.0,,,,,,,,,,0.0,0.0,1.0,0.0,1.0,0.5,,29.39583201999916,29.39583201999916,29.39583201999916,29.39583201999916,20.604167980000835,29.39583201999916
Matt Wiman,Justin Buchholz,-220.0,206.0,2008-01-23,False,Submission,Lightweight,1268.7314888238514,,0.6875,0.32679738562091504,Red,3.0,Orthodox,177.8,172.72,24.0,1.0,63.81483631047981,2.0,0.0,8.545,0.0,0.75,0.65,11.494736842105263,0.5913299663299663,1.3392344497607658,0.6171875,0.0,0.0,5.588516746411484,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.00847457627118644,31.95718123075737,31.95718123075737,31.95718123075737,31.95718123075737,31.95718123075737,31.95718123075737,1.0,Orthodox,182.88,185.42,24.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Corey Hill,Joe Veres,-156.0,150.0,2008-01-23,False,KO/TKO,Lightweight,,1163.75,0.609375,0.4,Red,1.0,Orthodox,193.04,203.2,29.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,Orthodox,170.18,,30.0,0.0,89.09545442950498,0.0,1.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,20.185249431998518,25.0,21.541609396257527,25.0,25.0,26.95962262963003
Jeremy Stephens,Cole Miller,155.0,-160.0,2008-01-23,False,KO/TKO,Lightweight,1232.4814888238514,1272.5,0.39215686274509803,0.6153846153846154,Red,2.0,Orthodox,175.26,180.34,21.0,1.0,86.97413408594535,1.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.5,0.0,0.0,0.0,,28.458390603742465,28.458390603742465,28.458390603742465,28.458390603742465,20.604167980000835,19.002872810284977,3.0,Orthodox,185.42,187.96,23.0,1.0,64.63229326995395,2.0,0.0,8.05,0.0,1.0,0.75,16.145454545454545,0.40625,2.3515151515151516,0.5681818181818181,0.45454545454545453,5.0,0.5,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.06547619047619047,33.0726821632326,28.458390603742465,31.95718123075737,31.95718123075737,30.997127189715027,29.085778254791872
