Fighter_one,Fighter_two,Opening_Odds_f1,Closing_Odds_f1,Average_Odds_f1,Opening_Odds_f2,Closing_Odds_f2,Average_Odds_f2,Event,Date,duplicates
Mostapha Al-Turk,Jon Madsen,+155,+185,+225,-195,-333,-225,UFC 112: Invincible,Apr 10th 2010,+--222255AJMMTaaadehklnnooprsstu
Mostapha Al-Turk,Mirko Filipovic,+350,+250,+300,-550,-500,-318,UFC 99: The Comeback,Jun 13th 2009,+--001338AFMMTaachiiiikkllooopprrstuv
Mostapha Al-Turk,Cheick Kongo,+300,+230,+285,-500,-400,-295,UFC 92: The Ultimate 2008,Dec 27th 2008,+--225589ACKMTaaceghhikklnoooprstu
Mostapha Al-Turk,James McSweeney,-400,-435,-400,+320,+320,+325,Cage Rage 27: Step Up,Jul 12th 2008,+--002345AJMMSTaaaceeeehklmnoprsstuwy
Mostapha Al-Turk,Gary Turner,-145,+105,+122,+115,-140,-130,Cage Rage 25: Bring It On,Mar 8th 2008,+--011223AGMTTaaaehklnoprrrrstuuy
Herdem Alacabek,William Knight,+100,-220,-162,-139,+137,+160,Dana White's Contender Series 24,Aug 13th 2019,+-011266AHKWaaabcdeeeghiiiklllmmnrt
Herdem Alacabek,Brett Sanchez,NaN,NaN,NaN,NaN,NaN,NaN,LFA 45: Silva vs. Barnes,Jul 20th 2018,ABHNNNNSaaaaabccdeeeeehklmnrrttz
Herdem Alacabek,Jonathan Noriega,NaN,NaN,NaN,NaN,NaN,NaN,LFA 36: Simon vs. Zani,Mar 23rd 2018,AHJNNNNNaaaaaaabcdeeeeghiklmnnoorrt
Heili Alateng,Ryan Benoit,+130,-115,+103,-160,-125,-112,UFC on ESPN+ 23: Edgar vs. The Korean Zombie,Dec 21st 2019,+-011123ABHRaaeeegiiillnnnotty
Heili Alateng,Danaa Batgerel,+135,-133,-116,-175,-105,+103,UFC on ESPN+ 15: Andrade vs. Zhang,Aug 31st 2019,+-011136ABDHaaaaaeeeeggiilllnnrtt
Brett Albee,Virgil Zwicker,NaN,NaN,NaN,NaN,NaN,NaN,Strikeforce: Diaz vs. Daley,Apr 9th 2011,ABNNNNVZaabceeeegiiikllrrrttw
John Albert,Yaotzin Meza,-175,-294,-212,+135,+175,+230,UFC on FOX 8: Johnson vs. Moraga,Jul 27th 2013,+-012223AJMYaabeehilnnoorttzz
John Albert,Scott Jorgensen,+260,+205,+251,-340,-300,-270,UFC on FOX 5: Henderson vs. Diaz,Dec 8th 2012,+-012257AJJSbceeeghlnnnooorrsttt
John Albert,Erik Perez,-175,-210,-178,+145,+150,+180,UFC: The Ultimate Fighter 15 Finale,Jun 1st 2012,+-011788AEJPbeeehiklnorrrtz
John Albert,Ivan Menjivar,+280,+167,+221,-370,-250,-238,UFC on FUEL TV 1: Ellenberger vs. Sanchez,Feb 15th 2012,+-122238AIJMaabeehijlnnnorrtvv
John Albert,Dustin Pague,+230,+185,+227,-300,-280,-225,UFC: The Ultimate Fighter 14 Finale,Dec 3rd 2011,+-222257ADJPabeeghilnnorsttuu
Junior Albini,Maurice Greene,+115,-115,+109,-155,-135,-110,UFC on ESPN 3: Ngannou vs. Dos Santos,Jun 29th 2019,+-001119AGJMabceeeeiiiilnnnorrruu
Junior Albini,Jairzinho Rozenstruik,+100,-153,-125,-140,+100,+134,UFC on ESPN+ 2: Assuncao vs. Moraes 2,Feb 2nd 2019,+-112345AJJRabehiiiiiiklnnnnooorrrstuuzz
Junior Albini,Aleksei Oliynyk,-120,-180,-137,-120,+117,+135,UFC 224: Nunes vs. Pennington,May 12th 2018,+-113357AAJObeeiiiiikklllnnnorsuyy
Junior Albini,Andrei Arlovski,-210,-392,-300,+160,+225,+317,UFC Fight Night 120: Poirier vs. Pettis,Nov 11th 2017,+-001337AAAJbdeiiiiikllnnnoorrrsuv
Junior Albini,Timothy Johnson,+175,+190,+246,-245,-300,-238,UFC on FOX 25: Weidman vs. Gastelum,Jul 22nd 2017,+-223468AJJTbhhiiiilmnnnnoooorstuy
Alexandra Albu,Loma Lookboonmee,-150,+100,+125,+110,-150,-130,UFC on ESPN+ 20: Maia vs. Askren,Oct 26th 2019,+-011235AALLaaabbdeeekllmmnnooooorux
Alexandra Albu,Emily Whitmire,-195,-120,-106,+155,-115,-106,UFC on ESPN 1: Ngannou vs. Velasquez,Feb 17th 2019,--001166AAEWaabdeehiiilllmmnrrtuxy
Alexandra Albu,Kailin Curran,-150,-185,-161,+110,+130,+159,UFC 214: Cormier vs. Jones 2,Jul 29th 2017,+-111569AACKaaaabdeiilllnnnrrruux
Juan Wen Jie,Alex Lim,NaN,NaN,NaN,NaN,NaN,NaN,ONE FC 11: Total Domination,Oct 18th 2013,AJJLNNNNWaaaeeeiilmnnux
Iuri Alcantara,Cory Sandhagen,-175,+165,+190,+135,-250,-196,UFC Fight Night 135: Gaethje vs. Vick,Aug 25th 2018,+-011699ACISaaaaacdeghilnnnorrrtuy
Iuri Alcantara,Joe Soto,-125,-135,+100,-115,-125,+109,UFC Fight Night 125: Machida vs. Anders,Feb 3rd 2018,++000119AIJSaaaceilnooorrttu
Iuri Alcantara,Alejandro Perez,-210,-215,-170,+160,+150,+170,UFC Fight Night 123: Swanson vs. Ortega,Dec 9th 2017,+-001177AAIPaaaacdeeeijllnnorrrrtuz
Iuri Alcantara,Brian Kelleher,-245,-465,-333,+175,+250,+325,UFC 212: Aldo vs. Holloway,Jun 3rd 2017,+-233335ABIKaaaaceeehiilllnnrrrrtu
Iuri Alcantara,Luke Sanders,+100,+115,+133,-140,-155,-145,UFC 209: Woodley vs. Thompson 2,Mar 4th 2017,+-113345AILSaaaacdeeiklnnrrrstuu
Iuri Alcantara,Brad Pickett,-160,-165,-135,+120,+105,+138,UFC 204: Bisping vs. Henderson 2,Oct 8th 2016,+-113358ABIPaaaaccdeiiklnrrrtttu
Iuri Alcantara,Jimmie Rivera,+100,+135,+153,-140,-175,-160,UFC on FOX 18: Johnson vs. Bader,Jan 30th 2016,+-011356AIJRaaaaceeiiiilmmnrrrtuv
Iuri Alcantara,Leandro Issa,-505,-260,-235,+335,+190,+216,UFC 190: Rousey vs. Correia,Aug 1st 2015,+-122356AIILaaaaacdeilnnorrrsstu
Iuri Alcantara,Frankie Saenz,-305,-1200,-850,+225,+525,+775,UFC Fight Night 61: Bigfoot vs. Mir,Feb 22nd 2015,+-055778AFISaaaaaceeiiklnnnrrrtuz
Iuri Alcantara,Russell Doane,-230,-370,-315,+170,+240,+285,UFC Fight Night 51: Big Foot vs. Arlovski II,Sep 13th 2014,+-123558ADIRaaaaceeilllnnorrsstuu
Iuri Alcantara,Vaughan Lee,-390,-385,-325,+270,+250,+305,UFC Fight Night 41: Munoz vs. Mousasi,May 31st 2014,+-023355AILVaaaaaceeghilnnrrtuu
Ildemar Alcantara,Magomed Ismailov,NaN,NaN,NaN,NaN,NaN,NaN,Fight Nights Global 85: Alikhanov vs. Kopylov,Mar 30th 2018,AIIMNNNNaaaaaaaacddeegilllmmmnoorrstv
Ildemar Alcantara,Kevin Casey,-115,-145,-130,-125,+100,+123,UFC Fight Night 71: Mir vs. Duffee,Jul 15th 2015,+-011233ACIKaaaaacdeeeillmnnrrstvy
Ildemar Alcantara,Richardson Moreira,-210,-200,-155,+160,+140,+150,UFC 183: Silva vs. Diaz,Jan 31st 2015,+-011555AIMRaaaaaaccddeehiillmnnoorrrrrst
Ildemar Alcantara,Kenny Robertson,-125,-141,-123,-115,+100,+115,UFC 175: Weidman vs. Machida,Jul 5th 2014,+-111235AIKRaaaabcdeeellmnnnnoorrrstty
Ildemar Alcantara,Albert Tumenov,+140,+175,+205,-180,-263,-210,UFC Fight Night 36: Machida vs. Mousasi,Feb 15th 2014,+-001225AAITaaaabcdeeelllmmnnorrrttuv
Ildemar Alcantara,Igor Araujo,-315,-455,-335,+235,+260,+315,UFC Fight Night 29: Maia vs. Shields,Oct 9th 2013,+-133355AAIIaaaaacdegjllmnoorrrrtu
Ildemar Alcantara,Leandro Silva,-150,-185,-170,+110,+140,+160,UFC on FUEL TV 10: Nogueira vs. Werdum 2,Jun 8th 2013,+-001167AILSaaaaaacddeeilllmnnorrrtv
Ildemar Alcantara,Wagner Prado,+200,+170,+200,-260,-275,-210,UFC on FX 7: Belfort vs. Bisping,Jan 19th 2013,+-000122AIPWaaaaaacddeegllmnnorrrrt
Alfonso Gonzales,William Bush,+335,+285,+303,-505,-405,-387,Legacy FC 31: Bush vs. Gonzales,Jun 13th 2014,+-033378ABGWaaefhiillllmnnooosssuz
Hector Aldana,Miguel Baeza,+170,+175,+220,-230,-275,-227,UFC on ESPN+ 19: Joanna vs. Waterson,Oct 12th 2019,+-022227ABHMaaaacdeeegillnortuz
Hector Aldana,Laureano Staropoli,+240,-139,-117,-320,-105,+111,UFC Fight Night 140: Magny vs. Ponzinibbio,Nov 17th 2018,+-111117AHLSaaaaacdeeillnnooooprrrttu
Hector Aldana,Kenan Song,+125,+210,+260,-165,-340,-278,UFC Fight Night 132: Cowboy vs. Edwards,Jun 23rd 2018,+-022678AHKSaaacdeeglnnnnoort
Irene Aldana,Ketlen Vieira,+195,+160,+210,-245,-265,-210,UFC 245: Usman vs. Covington,Dec 14th 2019,+-001122AIKVaaadeeeeeiillnnnrrt
Irene Aldana,Vanessa Melo,-475,-714,-500,+325,+375,+450,UFC on ESPN+ 17: Rodriguez vs. Stephens,Sep 21st 2019,+-000455AIMVaaaadeeeellnnnorss
Irene Aldana,Raquel Pennington,-145,-161,-132,+105,+105,+132,UFC on ESPN 4: Dos Anjos vs. Edwards,Jul 20th 2019,+-112233AIPRaaadeeeegillnnnnnnoqrtu
Irene Aldana,Bethe Correia,-175,-435,-333,+150,+250,+336,UFC 237: Namajunas vs. Andrade,May 11th 2019,+-333336ABCIaaadeeeeehilnnorrrt
Irene Aldana,Lucie Pudilova,-110,-125,-102,-130,-110,+100,UFC 228: Woodley vs. Till,Sep 8th 2018,+-000112AILPaaacddeeeiillnnoruuv
Irene Aldana,Talita Bernardo,-260,-250,-132,+180,+115,+200,UFC Fight Night 124: Stephens vs. Choi,Jan 14th 2018,+-001223ABITaaaaaddeeeillnnnorrrt
Irene Aldana,Katlyn Chookagian,+160,+110,+120,-210,-150,-125,UFC 210: Cormier vs. Johnson 2,Apr 8th 2017,+-011225ACIKaaaaadeeghikllnnnnoorty
Irene Aldana,Leslie Smith,-230,-365,-280,+170,+230,+263,UFC on FOX 22: VanZant vs. Waterson,Dec 17th 2016,+-022368AILSaadeeeehiillmnnrst
Irene Aldana,Faith van Duin,-270,-550,-500,+190,+350,+420,Invicta FC 19: Maia vs. Modafferi,Sep 23rd 2016,+-000245ADFIaaaadeehiilnnnnrtuv
Irene Aldana,Jessamyn Duke,-300,-270,-185,+220,+145,+190,Invicta FC 16: Hamasaki vs. Brown,Mar 11th 2016,+-011589ADIJaaadeeeeklmnnnrssuy
Irene Aldana,Tonya Evinger,-110,-190,-111,-120,-115,+160,Invicta FC 13: Cyborg vs. Van Duin,Jul 9th 2015,+-011116AEITaaadeeegilnnnnorrvy
Irene Aldana,Colleen Schneider,-305,-357,-314,+225,+220,+275,Invicta FC 11: Cyborg vs. Tweet,Feb 27th 2015,+-123457ACISaacddeeeeeehilllnnnnorr
Irene Aldana,Peggy Morgan,-110,-155,-135,-130,+115,+121,Invicta FC 8,Sep 6th 2014,+-111235AIMPaaadeeeggglnnnorry
Jose Aldo,Petr Yan,+205,+205,+205,-240,-240,-240,Future Events,,+-002245AJPYadeelnoorst
Jose Aldo,Marlon Moraes,+135,+134,+160,-175,-200,-162,UFC 245: Usman vs. Covington,Dec 14th 2019,+-011266AJMMaadeellnoooorrss
Jose Aldo,Alex Volkanovski,-185,-167,-120,+145,+104,+135,UFC 237: Namajunas vs. Andrade,May 11th 2019,+-011235AAJVadeeikklllnoooossvx
Jose Aldo,Renato Moicano,-120,-130,+100,-120,-125,-105,UFC on ESPN+ 2: Assuncao vs. Moraes 2,Feb 2nd 2019,+-000115AJMRaacdeeilnnooooost
Jose Aldo,Jeremy Stephens,-135,-125,+106,-105,-130,-105,UFC on FOX 30: Alvarez vs. Poirier 2,Jul 28th 2018,+-001156AJJSdeeeeehlmnooprssty
Jose Aldo,Max Holloway,+190,+190,+247,-270,-307,-254,UFC 218: Holloway vs. Aldo 2,Dec 2nd 2017,+-224457AHJMaadelllooooswxy
Jose Aldo,Max Holloway,-130,-195,-142,+100,+120,+160,UFC 212: Aldo vs. Holloway,Jun 3rd 2017,+-011246AHJMaadelllooooswxy
Jose Aldo,Frankie Edgar,-165,-110,+123,+135,-140,-120,UFC 200: Tate vs. Nunes,Jul 9th 2016,+-011223AEFJaaddeegiklnoorrs
Jose Aldo,Conor McGregor,+150,-135,-110,-180,-109,+105,UFC 194: Aldo vs. McGregor,Dec 12th 2015,+-001115ACGJMcdeeglnooooorrrs
Jose Aldo,Chad Mendes,-190,-235,-200,+150,+165,+185,UFC 179: Aldo vs. Mendes II,Oct 25th 2014,+-001258ACJMadddeeehlnooss
Jose Aldo,Ricardo Lamas,-600,-833,-675,+400,+475,+601,UFC 169: Barao vs. Faber,Feb 1st 2014,+-015667AJLRaaacddeilmooorss
Jose Aldo,Chan Sung Jung,-505,-1075,-675,+335,+475,+705,UFC 163: Aldo vs. Jung,Aug 3rd 2013,+-055677ACJJSadegghlnnnoosuu
Jose Aldo,Frankie Edgar,-195,-190,-165,+155,+135,+165,UFC 156: Aldo vs. Edgar,Feb 2nd 2013,+-115566AEFJaaddeegiklnoorrs
Jose Aldo,Chad Mendes,-320,-333,-230,+240,+206,+250,UFC 142: Aldo vs. Mendes,Jan 14th 2012,+-002235ACJMadddeeehlnooss
Jose Aldo,Kenny Florian,-275,-500,-350,+215,+250,+320,UFC 136: Edgar vs. Maynard 3,Oct 8th 2011,+-002335AFJKadeeillnnnooorsy
Jose Aldo,Mark Hominick,-220,-585,-465,+197,+330,+435,UFC 129: St-Pierre vs. Shields,Apr 30th 2011,+-344556AHJMacdeiikklmnooors
Jose Aldo,Manny Gamburyan,-400,-675,-476,+280,+375,+475,WEC 51: Aldo vs. Gamburyan,Sep 30th 2010,+-445677AGJMaaabdelmnnnoorsuyy
Jose Aldo,Urijah Faber,-210,-333,-272,+170,+215,+285,WEC 48: Aldo vs. Faber,Apr 24th 2010,+-222578AFJUaabdeehijloorrs
Jose Aldo,Mike Brown,-105,-105,+120,-125,-150,-124,WEC 44: Brown vs Aldo,Nov 18th 2009,+-011224ABJMdeeiklnooorsw
Jose Aldo,Cub Swanson,-200,-500,-360,+160,+275,+325,WEC 41: Brown vs Faber 2,Jun 7th 2009,+-023356ACJSabdelnnooossuw
Jose Aldo,Chris Mickle,-700,-1300,-850,+500,+600,+700,WEC 39: Brown vs Garcia,Mar 1st 2009,+-000578ACJMcdeehiiklloorss
Jose Aldo,Rolando Perez,-800,-1300,-800,+600,+511,+700,WEC 38: Varner vs Cerrone,Jan 25th 2009,+-000078AJPRaddeeellnoooorsz
Jose Aldo,Jonathan Brookins,-550,-485,-430,+400,+320,+350,WEC 36: Faber vs Brown,Nov 5th 2008,+-003345ABJJaadehiklnnnooooorsst
Jose Aldo,Alexandre Nogueira,+165,+180,+215,-205,-275,-226,WEC 34: Faber vs Pulver,Jun 1st 2008,+-122256AAJNaaddeeeegillnooorrsux
J.J. Aldrich,Sabina Mazo,-145,-132,-105,+115,-130,+107,UFC 246: McGregor vs. Cowboy,Jan 18th 2020,+-001157AJJMSaaabcdhiilnorz
J.J. Aldrich,Lauren Mueller,-230,-190,-141,+170,+115,+150,UFC on ESPN+ 19: Joanna vs. Waterson,Oct 12th 2019,+-011145AJJLMacdeeehilllnrrruu
J.J. Aldrich,Maycee Barber,+185,+190,+241,-265,-320,-250,UFC on ESPN+ 6: Thompson vs. Pettis,Mar 23rd 2019,+-012245ABJJMaabccdeeehilrrry
J.J. Aldrich,Polyana Viana,+160,+125,+150,-210,-180,-141,UFC 227: Dillashaw vs. Garbrandt 2,Aug 4th 2018,+-011145AJJPVaaaacdhiillnnory
J.J. Aldrich,Danielle Taylor,-115,-135,-110,-125,-120,+113,UFC Fight Night 124: Stephens vs. Choi,Jan 14th 2018,+-011113ADJJTaacdeehiillllnorry
J.J. Aldrich,Chan-Mi Jeon,-175,-211,-175,+135,+145,+185,UFC Fight Night 110: Lewis vs. Hunt,Jun 10th 2017,+--115578ACJJJMacdehhiilnnor
J.J. Aldrich,Juliana Lima,+165,+180,+215,-215,-270,-217,UFC Fight Night 102: Lewis vs. Abdurakhimov,Dec 9th 2016,+-112257AJJJLaaacdhiiillmnru
J.J. Aldrich,Lynn Alvarez,NaN,NaN,NaN,NaN,NaN,NaN,Invicta FC 20: Evinger vs. Kunitskaya,Nov 18th 2016,AAJJLNNNNaaacdehillnnrrvyz
J.J. Aldrich,Daniela Kortmann,NaN,NaN,NaN,NaN,NaN,NaN,Invicta FC 14: Evinger vs. Kianzad,Sep 12th 2015,ADJJKNNNNaaaaacdehiillmnnnorrt
J.J. Aldrich,Jamie Moyle,NaN,NaN,NaN,NaN,NaN,NaN,Invicta FC 11: Cyborg vs. Tweet,Feb 27th 2015,AJJJMNNNNaaacdeehiillmory
J.J. Aldrich,Delaney Owen,NaN,NaN,NaN,NaN,NaN,NaN,Invicta FC 8,Sep 6th 2014,ADJJNNNNOaaacdeeehillnnrwy
Jim Alers,Jason Knight,-270,-240,-106,+190,-110,+180,UFC on FOX 20: Holm vs. Shevchenko,Jul 23rd 2016,+-001168AJJKaeghiilmnnorsst
Jim Alers,Cole Miller,-120,-115,-105,-120,-120,-105,UFC on FOX 17: Dos Anjos vs. Cerrone,Dec 19th 2015,--001155ACJMeeeiillllmorrs
Jim Alers,Chas Skelly,+125,+175,+215,-165,-255,-225,UFC Fight Night 60: Henderson vs. Thatch,Feb 14th 2015,+-122255ACJSaeehiklllmrssy
Jim Alers,Alan Omer,-270,-333,-230,+190,+195,+220,UFC Fight Night 39: Minotauro vs. Nelson,Apr 11th 2014,+-002223AAJOaeeillmmnrrs
Jim Alers,Graham Turner,-265,-285,-273,+185,+205,+217,Cage Warriors 63: Ray vs. Buchinger,Dec 31st 2013,+-122377AGJTaaeehilmmnrrrrsu
Jim Alers,Martin Svensson,-280,-320,-308,+200,+240,+252,Cage Warriors 59: Alers vs. Svensson,Sep 14th 2013,+-022358AJMSaeeiilmnnnorrssstv
Jim Alers,Joni Salovaara,-370,-475,-425,+260,+285,+347,Cage Warriors 53: Alers vs. Salovaara,Apr 13th 2013,+-234457AJJSaaaaeiillmnoorrsv
Jim Alers,Marcio Cesar,-315,-325,-310,+235,+240,+261,Cage Warriors Fight Night 7,Sep 1st 2012,+-011236ACJMaaceeiilmorrrss
Jim Alers,Matteus Lahdesmak,-240,-275,-231,+180,+180,+205,Cage Warriors Fight Night 6: Grimaud vs. Taylor,May 24th 2012,+-012235AJLMaaadeeehiklmmrsssttu
John Alessio,David Rickels,+170,+160,+214,-230,-250,-210,Bellator 139: Kongo vs. Volkov,Jun 26th 2015,+-011224ADJRacdeehiiikllnoosssv
John Alessio,Eric Wisely,-175,-234,-190,+135,+148,+210,Bellator 119: Weichel vs. Green,May 9th 2014,+-001129AEJWceehiiillnoorsssy
John Alessio,Will Brooks,+200,+220,+265,-280,-333,-280,Bellator Fighting Championship 101: Warren vs. Kirk,Sep 27th 2013,+-022568ABJWehiiklllnoooorsss
John Alessio,Shane Roller,+130,+120,+149,-160,-170,-150,UFC 148: Silva vs. Sonnen 2,Jul 7th 2012,+-011459AJRSaeeehhilllnnooorss
John Alessio,Mark Bocek,+155,+238,+300,-195,-500,-268,UFC 145: Jones vs. Evans,Apr 21st 2012,+-002368ABJMaceehikklnooorss
John Alessio,Ryan Healy,-305,-260,-235,+225,+175,+200,Score Fighting Series 4,Mar 16th 2012,+-002235AHJRaaeehillnnoossyy
John Alessio,Luiz Firmino,NaN,NaN,NaN,NaN,NaN,NaN,Superior Cage Combat 3,Nov 4th 2011,AFJLNNNNaaehiiiilmnnooorssuz
John Alessio,Waachim Spiritwolf,NaN,NaN,NaN,NaN,NaN,NaN,Superior Cage Combat 2,Aug 20th 2011,AJNNNNSWaaaacefhhiiiillmnoooprsstw
John Alessio,Phil Collins,NaN,NaN,NaN,NaN,NaN,NaN,Tachi Palace Fights 7: Deck the Halls,Dec 2nd 2010,ACJNNNNPaaehhiiillllnnooosss
John Alessio,War Machine,NaN,NaN,NaN,NaN,NaN,NaN,Tachi Palace Fights 5,Jul 9th 2010,AJMNNNNWaaaaceehhiilnnoorss
John Alessio,Luigi Fioravanti,-125,+110,+131,-105,-151,-140,MFC 22: Payoff,Oct 2nd 2009,+-011134AFJLaaeghiiiiilnnooorsstuv
John Alessio,Andrew Buckland,-550,-550,-550,+400,+400,+400,MFC 21: Hard Knocks,May 15th 2009,+-000455AABJacddeehikllnnnoorssuw
John Alessio,Andre Galvao,-155,+100,+125,+125,-155,-130,DREAM 8,Apr 5th 2009,+-011235AAGJaadeehillnnooorssv
John Alessio,Paul Daley,-170,-200,-200,+140,+160,+163,MFC 19: Long Time Coming,Dec 5th 2008,+-001236ADJPaaeehilllnoossuy
John Alessio,Gideon Ray,-425,-450,-450,+345,+370,+370,Superfights MMA: Night Of Combat 2,Oct 11th 2008,+-003457AGJRadeehiilnnooossy
John Alessio,Pete Spratt,NaN,NaN,NaN,NaN,NaN,NaN,Superfights MMA: Night Of Combat 1,Jun 20th 2008,AJNNNNPSaaaeeehilnooprssttt
John Alessio,Brock Larson,+225,+190,+227,-285,-290,-240,WEC 33,Mar 26th 2008,+-022247ABJLacehiklnnoooorrsss
John Alessio,Todd Moore,-370,-500,-336,+300,+280,+306,WEC 31: Faber vs Curran,Dec 12th 2007,+-033366AJMTddeehilnooooorss
John Alessio,Marcelo Brito,-350,-500,-350,+280,+280,+300,WEC 30,Sep 5th 2007,+-000335ABJMaceehiillnoooorrsst
Houston Alexander,Guilherme Viana,+185,+285,+379,-265,-460,-370,Bellator 146: Kato vs. Manhoef,Nov 20th 2015,+-033779AGHVaaadeeeehiillmnnnoorrstuux
Houston Alexander,Virgil Zwicker,-140,-116,+125,+100,-150,-119,Bellator 132: Freire vs. Straus,Jan 16th 2015,+-111259AHVZacdeeegiiikllnnoorrrstuwx
Houston Alexander,Virgil Zwicker,-140,-125,+120,+100,-137,-105,Bellator 129: Bradley vs. Neer,Oct 17th 2014,+-001125AHVZacdeeegiiikllnnoorrrstuwx
Houston Alexander,Matt Uhde,NaN,NaN,NaN,NaN,NaN,NaN,Bellator Fighting Championship 117: Lima vs. Hawn,Apr 18th 2014,AHMNNNNUaaaaddeeehlnnoorstttux
Houston Alexander,Vladimir Matyushenko,+200,+200,+260,-260,-340,-235,Bellator Fighting Championship 99: Nunes vs. Pitbull,Sep 13th 2013,+-022356AHMVaaaddeeehiikllmnnnooorrssttuuxy
Houston Alexander,Jan Blachowicz,+290,+375,+484,-350,-725,-500,KSW 20: Fighting Symphony,Sep 15th 2012,+-004458ABHJaaaccdeehillnnnooorstuwxz
Houston Alexander,Razak Al-Hussan,+180,+125,+140,-240,-170,-155,MMA Fight Pit: Genesis,Aug 13th 2011,+--011455AAHHRaaaadeekllnnnoorssstuuxz
Houston Alexander,Rameau Sokoudjou,+350,+300,+340,-550,-500,-360,Shark Fights 13: Jardine vs. Prangley,Sep 11th 2010,+-003346AHRSaaaddeeejklmnnooooorstuuuux
Houston Alexander,Kimbo Slice,-115,-233,-171,-115,+154,+190,UFC: The Ultimate Fighter 10 Finale,Dec 5th 2009,+-011179AHKSabcdeeeiillmnnooorstux
Houston Alexander,Sherman Pendergarst,NaN,NaN,NaN,NaN,NaN,NaN,Adrenaline MMA 4,Sep 13th 2009,AHNNNNPSaaaaaddeeeeeghlmnnnnoorrrrssttux
Houston Alexander,Eric Schafer,-205,-275,-226,+165,+175,+215,UFC Fight Night 15: Diaz vs Neer,Sep 17th 2008,+-122256AEHSaaccdeeefhilnnoorrrstux
Houston Alexander,James Irvin,-260,-303,-246,+200,+185,+230,UFC Fight Night 13: Florian vs Lauzon,Apr 2nd 2008,+-022346AHIJaadeeeilmnnnoorrsstuvx
Houston Alexander,Thiago Silva,-215,-200,-151,+160,+120,+160,UFC 78: Validation,Nov 17th 2007,+-011156AHSTaaadeeghiillnnooorstuvx
Houston Alexander,Alessio Sakara,-295,-175,-155,+235,+125,+145,UFC 75: Champion vs Champion,Sep 8th 2007,+-114555AAHSaaaadeeeikllnnooorrssstux
Kenneth Alexander,Rob McCullough,+240,+255,+361,-300,-500,-375,WEC 34: Faber vs Pulver,Jun 1st 2008,+-133567ACKMRabcdeeeeghhlllnnnoortuux
Kenneth Alexander,Donald Cerrone,NaN,NaN,NaN,NaN,NaN,NaN,WEC 30,Sep 5th 2007,ACDKNNNNaaaaddeeeeeehllnnnnnoorrrtx
Marcio Alexandre Junior,Warlley Alves,+135,+160,+188,-175,-225,-195,UFC: The Ultimate Fighter Brazil 3 Finale,May 31st 2014,+-115889AAJMWaaacdeeeeiillllnnoorrrrsuvxy
Olaf Alfonso,Kyle Pimental,NaN,NaN,NaN,NaN,NaN,NaN,PFC 13: Validation,May 8th 2009,AKNNNNOPaaaaeeffillllmnnoosty
Olaf Alfonso,Jeremiah Metcalf,NaN,NaN,NaN,NaN,NaN,NaN,PFC 12: High Stakes,Jan 22nd 2009,AJMNNNNOaaaaaceeefffhilllmnoorst
Olaf Alfonso,Phil Baroni,+700,+700,+750,-1300,-1250,-1200,PFC 10: Explosive,Sep 26th 2008,+-0001257ABOPaaffhiilllnnooors
Pablo Alfonso,Bruce Lutchmedial,NaN,NaN,NaN,NaN,NaN,NaN,Titan FC 38: Carl vs. Belal,Apr 30th 2016,ABLNNNNPaaaabccdeefhilllmnooorstuu
Pablo Alfonso,Cody Bollinger,+200,+144,+155,-280,-192,-160,WSOF 11: Gaethje vs. Newell,Jul 5th 2014,+-011556ABCPabdefgillllnnooooorsy
Pablo Alfonso,Miguel Torres,+250,+250,+375,-350,-575,-335,World Series of Fighting 6: Burkman vs. Carl,Oct 26th 2013,+-333557AMPTabeefgilllnoooorrssu
Pablo Alfonso,Marcos da Matta,NaN,NaN,NaN,NaN,NaN,NaN,Strikeforce: Miami,Jan 30th 2010,AMMNNNNPaaaaaaabcdfllnoooorsstt
Pablo Alfonso,Jason Goodall,+135,+135,+135,-165,-165,-165,XFC 9: Evolution,Sep 5th 2009,+-113556AGJPaaabdfllllnnooooooss
Levi Alford,Jamen Olney,NaN,NaN,NaN,NaN,NaN,NaN,Strikeforce Challengers 9,Jul 23rd 2010,AJLNNNNOaaadeeefillmnnorvy
Bill Algeo,Brendan Loughnane,-110,+185,+275,-110,-361,-240,Dana White's Contender Series 17,Jun 18th 2019,+-022457ABBLaadeeegghilllnnnnooru
Royce Gracie,Ken Shamrock,+165,-140,+105,-215,-125,+100,Bellator 149: Shamrock vs. Gracie 3,Feb 19th 2016,++000115GKRSaaccceeehikmnoorry
Amir Aliakbari,Daniel Omielanczuk,-248,-260,-248,+192,+180,+192,ACB 89: Krasnodar,Sep 8th 2018,+-122489AADOaaaabceeiiiiikklllmmnnrruz
Amir Aliakbari,Denis Smoldarev,-300,-270,-250,+220,+175,+202,ACB 83: Baku,Mar 24th 2018,+-002225AADSaaabdeeiiiikllmmnorrrsv
Amir Aliakbari,Tyler King,-505,-1050,-950,+335,+550,+625,Rizin FF 6: Bantamweight Grand Prix opening round,Jul 30th 2017,+-025569AAKTaabegiiiikllmnrrry
Amir Aliakbari,Geronimo Dos Santos,-315,-270,-258,+235,+190,+202,Rizin FF 5: Sakura,Apr 16th 2017,+-022258AADGSaaabeiiiiklmmnnoooorrrsst
